movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count
Beyond the Lights,PG-13,Drama,2014-11-14,2015-02-24,102,Certified Fresh,83,89,Upright,75,19232,32,74,15
Dumb and Dumber To,PG-13,Comedy,2014-11-14,2015-02-17,109,Rotten,30,146,Spilled,35,65641,34,44,102
Foxcatcher,R,Drama,2014-11-14,2015-03-03,130,Certified Fresh,88,244,Upright,66,57295,56,214,30
Kirk Cameron's Saving Christmas,PG,Kids & Family,2014-11-14,2017-11-21,80,Rotten,0,15,Spilled,30,22108,8,0,15
Rosewater,R,Drama,2014-11-14,2015-02-10,103,Certified Fresh,76,152,Upright,68,13606,49,116,36
The Homesman,R,"Drama, Western",2014-11-14,2015-02-17,122,Certified Fresh,81,152,Spilled,52,14200,43,123,29
The Hunger Games: Mockingjay - Part 1,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2014-11-21,2015-03-06,125,Fresh,69,288,Upright,71,246722,55,198,90
Horrible Bosses 2,R,Comedy,2014-11-26,2015-02-24,108,Rotten,34,154,Spilled,47,58563,35,52,102
Penguins Of Madagascar,PG,Animation,2014-11-26,2015-03-17,92,Fresh,73,112,Upright,63,65228,36,82,30
The Imitation Game,PG-13,"Drama, Mystery & Suspense",2014-11-28,2015-03-31,114,Certified Fresh,89,276,Upright,91,103626,57,247,29
Wild,R,Drama,2014-12-03,2015-03-31,115,Certified Fresh,89,267,Upright,75,53987,56,238,29
The Pyramid,R,Drama,2014-12-05,2015-05-05,90,Rotten,14,44,Spilled,21,13798,13,6,38
Exodus: Gods and Kings,PG-13,"Classics, Drama",2014-12-12,2015-03-17,142,Rotten,30,202,Spilled,35,59982,47,61,141
Top Five,R,Comedy,2014-12-12,2015-03-17,101,Certified Fresh,86,183,Upright,64,26048,49,157,26
The Hobbit: The Battle of the Five Armies,PG-13,"Action & Adventure, Science Fiction & Fantasy",2014-12-17,2015-03-24,144,Rotten,59,254,Upright,74,214805,50,150,104
Annie,PG,"Drama, Kids & Family, Musical & Performing Arts",2014-12-19,2015-03-17,118,Rotten,28,155,Spilled,59,53419,47,43,112
Mr. Turner,R,Drama,2014-12-19,2015-05-05,149,Certified Fresh,97,191,Spilled,56,16280,47,186,5
Night at the Museum: Secret of the Tomb,PG,"Action & Adventure, Comedy",2014-12-19,2015-03-10,90,Rotten,47,111,Spilled,57,100855,35,52,59
Song Of The Sea,PG,"Animation, Kids & Family, Science Fiction & Fantasy",2014-12-19,2015-03-17,93,Certified Fresh,99,92,Upright,92,12330,27,91,1
Into the Woods,PG,"Kids & Family, Musical & Performing Arts",2014-12-24,2015-03-24,125,Fresh,71,216,Spilled,49,96004,48,154,62
"Two Days, One Night",PG-13,Drama,2014-12-24,2015-08-25,95,Certified Fresh,97,180,Upright,76,15945,38,175,5
Big Eyes,PG-13,Drama,2014-12-25,2015-04-14,106,Fresh,72,185,Upright,68,32532,41,133,52
Selma,PG-13,Drama,2014-12-25,2015-05-05,127,Certified Fresh,99,301,Upright,86,61321,58,297,4
The Gambler,R,"Drama, Mystery & Suspense",2014-12-25,2015-04-28,101,Rotten,43,141,Spilled,31,23847,38,61,80
The Interview,R,Comedy,2014-12-25,2015-02-17,112,Rotten,51,148,Spilled,48,64190,34,76,72
Unbroken,PG-13,Drama,2014-12-25,2015-03-24,137,Rotten,51,227,Upright,70,53250,48,115,112
The Woman in Black 2 Angel of Death,PG-13,"Horror, Mystery & Suspense",2015-01-02,2015-04-14,98,Rotten,23,81,Spilled,24,17789,19,19,62
Inherent Vice,R,"Drama, Mystery & Suspense",2015-01-09,2015-04-28,148,Fresh,73,241,Spilled,52,32264,53,177,64
Predestination,R,"Mystery & Suspense, Science Fiction & Fantasy",2015-01-09,2015-02-10,97,Certified Fresh,83,108,Upright,75,24075,29,90,18
Taken 3,PG-13,Action & Adventure,2015-01-09,2015-04-21,93,Rotten,13,118,Spilled,44,67991,29,15,103
American Sniper,R,"Action & Adventure, Drama",2015-01-16,2015-05-19,134,Certified Fresh,72,290,Upright,84,153189,52,209,81
Blackhat,R,"Action & Adventure, Drama",2015-01-16,2015-05-12,133,Rotten,33,184,Spilled,24,19970,44,61,123
Paddington,PG,"Comedy, Kids & Family",2015-01-16,2015-04-28,96,Certified Fresh,97,155,Upright,80,50035,44,151,4
Still Alice,PG-13,Drama,2015-01-16,2015-05-12,99,Certified Fresh,85,199,Upright,85,37131,43,170,29
The Wedding Ringer,R,Comedy,2015-01-16,2015-04-28,101,Rotten,27,107,Upright,63,40129,28,29,78
Black Sea,R,"Action & Adventure, Drama, Mystery & Suspense",2015-01-23,2015-05-05,115,Certified Fresh,80,135,Spilled,59,16262,35,108,27
Cake,R,Drama,2015-01-23,2015-04-21,98,Rotten,48,126,Spilled,44,15326,42,61,65
Mortdecai,R,Action & Adventure,2015-01-23,2015-05-12,106,Rotten,13,104,Spilled,29,25244,22,13,91
Strange Magic,PG,Animation,2015-01-23,2015-05-19,99,Rotten,16,58,Spilled,52,12224,16,9,49
The Boy Next Door,R,Mystery & Suspense,2015-01-23,2015-04-28,91,Rotten,11,133,Spilled,33,28705,37,14,119
A Most Violent Year,R,"Action & Adventure, Drama",2015-01-30,2015-04-07,125,Certified Fresh,90,221,Upright,69,26327,51,198,23
Black or White,PG-13,Drama,2015-01-30,2015-05-05,90,Rotten,39,102,Upright,65,16212,29,40,62
Project Almanac,PG-13,"Mystery & Suspense, Science Fiction & Fantasy",2015-01-30,2015-06-09,120,Rotten,36,94,Spilled,45,28713,27,34,60
The Loft,R,"Drama, Mystery & Suspense",2015-01-30,2015-05-26,103,Rotten,14,42,Spilled,37,15252,12,6,36
Jupiter Ascending,PG-13,"Action & Adventure, Science Fiction & Fantasy",2015-02-06,2015-06-02,125,Rotten,27,258,Spilled,38,95157,49,69,189
Seventh Son,PG-13,"Drama, Science Fiction & Fantasy",2015-02-06,2015-05-26,102,Rotten,11,117,Spilled,34,53578,33,13,104
The SpongeBob Movie: Sponge Out of Water,PG,"Animation, Comedy, Kids & Family",2015-02-06,2015-06-02,100,Certified Fresh,81,103,Spilled,54,51850,32,83,20
The Voices,R,Comedy,2015-02-06,2015-04-07,107,Certified Fresh,74,92,Spilled,56,12336,23,68,24
Fifty Shades of Grey,R,Romance,2015-02-13,2015-05-08,110,Rotten,24,275,Spilled,41,83607,56,67,208
Kingsman: The Secret Service,R,Mystery & Suspense,2015-02-13,2015-06-09,128,Certified Fresh,74,251,Upright,84,125173,50,186,65
What We Do In The Shadows,R,"Comedy, Drama",2015-02-13,2015-07-21,86,Certified Fresh,96,177,Upright,86,27054,36,170,7
Hot Tub Time Machine 2,R,Comedy,2015-02-20,2015-05-19,93,Rotten,13,105,Spilled,26,35019,30,14,91
McFarland USA,PG,"Drama, Kids & Family",2015-02-20,2015-06-02,129,Certified Fresh,80,127,Upright,88,26576,38,102,25
The DUFF,PG-13,Comedy,2015-02-20,2015-06-09,100,Fresh,72,118,Upright,66,38213,33,85,33
Wild Tales,R,"Comedy, Drama, Mystery & Suspense",2015-02-20,2015-06-16,122,Certified Fresh,94,153,Upright,92,14287,36,144,9
'71,PG-13,"Action & Adventure, Drama",2015-02-27,2015-07-07,100,Certified Fresh,96,135,Upright,81,17353,40,129,6
Focus,R,"Comedy, Drama",2015-02-27,2015-06-02,104,Rotten,56,219,Spilled,53,46161,52,123,96
Maps to the Stars,R,Comedy,2015-02-27,2015-04-14,112,Fresh,61,155,Spilled,44,10516,41,95,60
The Lazarus Effect,PG-13,Horror,2015-02-27,2015-06-16,83,Rotten,16,102,Spilled,23,17915,28,16,86
Chappie,R,Action & Adventure,2015-03-06,2015-06-16,119,Rotten,32,221,Spilled,56,49635,46,70,151
The Second Best Exotic Marigold Hotel,PG,Comedy,2015-03-06,2015-07-14,122,Fresh,65,182,Spilled,59,17725,47,118,64
Unfinished Business,R,Comedy,2015-03-06,2015-06-16,90,Rotten,10,100,Spilled,26,18046,27,10,90
Cinderella,PG,"Kids & Family, Science Fiction & Fantasy, Romance",2015-03-13,2015-09-15,105,Certified Fresh,85,239,Upright,78,77617,52,202,37
Run All Night,R,Mystery & Suspense,2015-03-13,2015-06-16,110,Rotten,58,182,Spilled,56,21042,35,106,76
Do You Believe?,PG-13,Drama,2015-03-20,2015-08-04,115,Rotten,25,20,Upright,83,10843,6,5,15
Insurgent,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",2015-03-20,2015-08-04,119,Rotten,28,200,Spilled,58,76479,48,56,144
The Gunman,R,Action & Adventure,2015-03-20,2015-06-30,115,Rotten,17,174,Spilled,31,13576,45,29,145
Home,PG,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",2015-03-26,2015-07-28,93,Rotten,50,131,Upright,64,56104,32,65,66
Get Hard,R,Comedy,2015-03-27,2015-06-30,100,Rotten,28,181,Spilled,45,53254,46,50,131
Serena,R,Drama,2015-03-27,2015-06-09,109,Rotten,16,110,Spilled,23,13524,35,18,92
While We're Young,R,"Comedy, Drama",2015-03-27,2015-06-30,94,Certified Fresh,84,202,Spilled,51,20551,48,169,33
Woman in Gold,PG-13,Drama,2015-04-01,2015-07-07,110,Rotten,57,152,Upright,79,17983,40,87,65
Furious 7,PG-13,"Action & Adventure, Mystery & Suspense",2015-04-03,2015-09-15,140,Certified Fresh,81,266,Upright,82,194777,52,216,50
It Follows,R,Horror,2015-04-03,2015-07-14,94,Certified Fresh,96,250,Upright,66,44750,48,240,10
Clouds of Sils Maria,R,Drama,2015-04-10,2015-07-14,124,Certified Fresh,90,168,Upright,65,11338,49,151,17
Danny Collins,R,"Comedy, Drama, Musical & Performing Arts",2015-04-10,2015-06-30,106,Certified Fresh,77,131,Upright,73,10413,39,101,30
The Longest Ride,PG-13,Drama,2015-04-10,2015-07-14,128,Rotten,31,120,Upright,71,30127,36,37,83
Child 44,R,"Drama, Mystery & Suspense",2015-04-17,2015-08-04,137,Rotten,27,82,Spilled,41,11963,20,22,60
Disneynature Monkey Kingdom,G,Documentary,2015-04-17,2015-09-15,85,Certified Fresh,93,54,Upright,76,11467,21,50,4
Paul Blart: Mall Cop 2,PG,"Comedy, Kids & Family",2015-04-17,2015-07-21,94,Rotten,5,60,Spilled,34,37469,16,3,57
True Story,R,Drama,2015-04-17,2015-08-04,100,Rotten,45,166,Spilled,38,19510,45,74,92
Unfriended,R,"Horror, Mystery & Suspense",2015-04-17,2015-08-11,82,Fresh,62,178,Spilled,37,30100,40,111,67
Ex Machina,R,"Drama, Mystery & Suspense, Science Fiction & Fantasy",2015-04-24,2015-07-14,108,Certified Fresh,92,262,Upright,86,72423,50,241,21
The Age of Adaline,PG-13,"Drama, Science Fiction & Fantasy",2015-04-24,2015-09-08,112,Rotten,56,161,Upright,67,38800,40,90,71
The Water Diviner,R,Drama,2015-04-24,2015-07-28,111,Fresh,61,150,Upright,60,13403,40,92,58
Avengers: Age of Ultron,PG-13,"Action & Adventure, Science Fiction & Fantasy",2015-05-01,2015-10-02,141,Certified Fresh,75,355,Upright,83,287805,58,267,88
Far From the Madding Crowd,PG-13,"Drama, Romance",2015-05-01,2015-08-04,119,Certified Fresh,85,186,Upright,75,18356,50,158,28
Welcome to Me,R,"Comedy, Drama",2015-05-01,2015-06-16,87,Fresh,74,108,Spilled,46,10054,35,80,28
Hot Pursuit,PG-13,"Action & Adventure, Comedy",2015-05-08,2015-08-11,87,Rotten,7,170,Spilled,35,26784,42,12,158
Maggie,PG-13,"Drama, Horror, Mystery & Suspense",2015-05-08,2015-07-07,95,Fresh,60,134,Spilled,32,11542,32,81,53
I'll See You in My Dreams,PG-13,"Comedy, Drama, Romance",2015-05-15,2015-09-01,95,Certified Fresh,93,90,Upright,68,12127,34,84,6
Mad Max: Fury Road,R,"Action & Adventure, Science Fiction & Fantasy",2015-05-15,2015-09-01,120,Certified Fresh,97,410,Upright,85,127428,56,396,14
Pitch Perfect 2,PG-13,"Comedy, Musical & Performing Arts",2015-05-15,2015-09-22,114,Fresh,66,211,Upright,64,79402,47,139,72
Slow West,R,"Action & Adventure, Mystery & Suspense",2015-05-15,2015-07-07,84,Certified Fresh,92,131,Upright,74,11599,31,120,11
Poltergeist,PG-13,Horror,2015-05-22,2015-09-29,93,Rotten,31,129,Spilled,22,36994,21,40,89
Tomorrowland,PG,Science Fiction & Fantasy,2015-05-22,2015-10-13,107,Rotten,50,285,Spilled,49,87687,49,142,143
Aloha,PG-13,"Action & Adventure, Comedy",2015-05-29,2015-08-25,105,Rotten,20,163,Spilled,27,29664,44,33,130
San Andreas,PG-13,Action & Adventure,2015-05-29,2015-10-20,114,Rotten,50,239,Spilled,52,65961,48,120,119
Entourage,R,Comedy,2015-06-03,2015-09-29,105,Rotten,33,207,Spilled,57,30547,44,68,139
Insidious: Chapter 3,PG-13,Horror,2015-06-05,2015-10-06,97,Rotten,59,124,Spilled,51,32418,28,73,51
Love & Mercy,PG-13,"Drama, Musical & Performing Arts",2015-06-05,2015-09-15,121,Certified Fresh,90,211,Upright,85,19833,48,189,22
Spy,R,Comedy,2015-06-05,2015-09-29,117,Certified Fresh,95,249,Upright,78,82669,50,237,12
Jurassic World,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2015-06-12,2015-10-20,123,Fresh,72,337,Upright,78,225307,52,242,95
Me and Earl and the Dying Girl,PG-13,Drama,2015-06-12,2015-10-06,104,Certified Fresh,81,208,Upright,86,25620,45,168,40
Infinitely Polar Bear,R,"Comedy, Drama",2015-06-19,2016-01-05,90,Certified Fresh,81,117,Upright,71,11288,38,95,22
Inside Out,PG,"Animation, Kids & Family",2015-06-19,2015-11-03,94,Certified Fresh,98,357,Upright,89,136125,57,350,7
The Overnight,R,Comedy,2015-06-19,2015-09-15,80,Certified Fresh,82,125,Spilled,54,10034,33,103,22
Max,PG,Action & Adventure,2015-06-26,2015-10-27,111,Rotten,38,96,Upright,70,23881,31,36,60
Ted 2,R,Comedy,2015-06-26,2015-12-15,120,Rotten,45,203,Spilled,50,65173,45,92,111
Magic Mike XXL,R,Comedy,2015-07-01,2015-10-06,115,Fresh,66,232,Spilled,55,34977,50,152,80
Terminator Genisys,PG-13,Action & Adventure,2015-07-01,2015-11-10,119,Rotten,27,258,Spilled,53,82129,43,69,189
Amy,R,"Art House & International, Documentary, Musical & Performing Arts, Special Interest",2015-07-03,2015-12-01,128,Certified Fresh,95,214,Upright,87,22170,45,203,11
Minions,PG,"Animation, Comedy, Kids & Family",2015-07-10,2015-12-08,91,Rotten,55,216,Spilled,49,136741,39,119,97
Self/less,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",2015-07-10,2015-11-10,117,Rotten,19,140,Spilled,46,23845,34,26,114
Tangerine,R,"Comedy, Drama",2015-07-10,2015-11-10,88,Certified Fresh,96,154,Upright,76,11290,35,148,6
The Gallows,R,"Horror, Mystery & Suspense",2015-07-10,2015-10-13,87,Rotten,14,113,Spilled,22,13333,25,16,97
Ant-Man,PG-13,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",2015-07-17,2015-12-08,115,Certified Fresh,83,313,Upright,86,166198,54,260,53
Mr. Holmes,PG,"Art House & International, Drama, Mystery & Suspense",2015-07-17,2015-11-10,104,Certified Fresh,89,183,Upright,70,32410,41,162,21
The Stanford Prison Experiment,R,Drama,2015-07-17,2015-11-17,120,Certified Fresh,84,98,Upright,75,13753,32,82,16
Trainwreck,R,Comedy,2015-07-17,2015-11-10,129,Certified Fresh,85,274,Upright,66,69210,50,233,41
Paper Towns,PG-13,Drama,2015-07-24,2015-10-20,109,Rotten,57,138,Spilled,47,32965,33,79,59
Phoenix,PG-13,"Art House & International, Drama",2015-07-24,2016-04-26,98,Certified Fresh,98,125,Upright,78,12909,32,122,3
Pixels,PG-13,"Animation, Comedy, Drama",2015-07-24,2015-10-27,106,Rotten,16,195,Spilled,46,69854,40,32,163
Southpaw,R,Drama,2015-07-24,2015-10-27,123,Fresh,60,235,Upright,75,43989,53,140,95
Vacation,R,"Action & Adventure, Comedy",2015-07-29,2015-11-03,99,Rotten,27,169,Spilled,45,37812,36,45,124
Mission: Impossible Rogue Nation,PG-13,Action & Adventure,2015-07-31,2015-12-15,131,Certified Fresh,93,311,Upright,87,92847,49,290,21
The End Of The Tour,R,Drama,2015-07-31,2015-11-03,105,Certified Fresh,91,152,Upright,82,14566,37,139,13
Shaun the Sheep Movie,PG,"Animation, Comedy",2015-08-05,2015-11-24,84,Certified Fresh,99,165,Upright,80,22595,35,164,1
Fantastic Four,PG-13,Action & Adventure,2015-08-07,2015-12-15,100,Rotten,9,252,Spilled,18,137562,49,22,230
Ricki And The Flash,PG-13,"Comedy, Drama",2015-08-07,2015-11-24,101,Fresh,65,195,Spilled,43,16377,48,126,69
The Diary Of A Teenage Girl,R,Drama,2015-08-07,2016-01-19,102,Certified Fresh,94,161,Upright,73,11971,41,152,9
The Gift,R,Mystery & Suspense,2015-08-07,2015-10-27,108,Certified Fresh,92,186,Upright,75,50972,35,171,15
Straight Outta Compton,R,"Drama, Musical & Performing Arts",2015-08-14,2016-01-19,147,Certified Fresh,88,237,Upright,91,75722,50,209,28
The Man From U.N.C.L.E.,PG-13,"Action & Adventure, Comedy, Mystery & Suspense",2015-08-14,2015-11-17,116,Fresh,67,281,Upright,73,47777,46,187,94
American Ultra,R,"Action & Adventure, Comedy",2015-08-21,2015-11-24,99,Rotten,43,171,Spilled,45,19884,41,73,98
Grandma,R,Comedy,2015-08-21,2016-02-09,82,Certified Fresh,91,172,Upright,68,14126,43,157,15
Hitman: Agent 47,R,Action & Adventure,2015-08-21,2015-12-29,96,Rotten,9,125,Spilled,40,39414,29,11,114
Sinister 2,R,Horror,2015-08-21,2016-01-12,97,Rotten,15,88,Spilled,31,29231,19,13,75
No Escape,R,Mystery & Suspense,2015-08-26,2015-11-24,101,Rotten,46,153,Upright,62,18061,34,71,82
War Room,PG,Drama,2015-08-28,2015-12-22,120,Rotten,33,33,Upright,87,18473,12,11,22
A Walk In The Woods,R,"Action & Adventure, Comedy, Drama",2015-09-02,2015-12-29,98,Rotten,47,165,Spilled,48,12589,40,77,88
Creep,R,"Comedy, Horror, Romance",2015-09-02,2016-04-05,80,Fresh,89,27,Upright,65,10278,4,24,3
Dope,R,"Comedy, Drama",2015-09-04,2015-10-13,115,Certified Fresh,88,155,Upright,83,33945,40,137,18
The Transporter Refueled,PG-13,Action & Adventure,2015-09-04,2015-12-08,96,Rotten,16,100,Spilled,30,14125,26,16,84
"Goodnight Mommy (Ich seh, Ich seh)",R,"Drama, Horror",2015-09-11,2015-12-01,99,Certified Fresh,86,145,Upright,65,11922,27,124,21
The Perfect Guy,PG-13,Mystery & Suspense,2015-09-11,2015-12-29,100,Rotten,18,45,Spilled,51,18625,15,8,37
The Visit,PG-13,"Horror, Mystery & Suspense",2015-09-11,2016-01-05,94,Fresh,67,224,Spilled,51,34689,39,150,74
Black Mass,R,Drama,2015-09-18,2015-12-22,120,Certified Fresh,73,280,Upright,68,55480,52,204,76
Everest,PG-13,"Action & Adventure, Drama, Mystery & Suspense",2015-09-18,2016-01-19,94,Fresh,73,225,Upright,68,47417,43,165,60
Maze Runner: The Scorch Trials,PG-13,Action & Adventure,2015-09-18,2015-12-15,120,Rotten,46,147,Spilled,54,62125,29,68,79
99 Homes,R,"Drama, Mystery & Suspense",2015-09-25,2016-02-09,112,Certified Fresh,93,151,Upright,78,15626,40,140,11
Hotel Transylvania 2,PG,Animation,2015-09-25,2016-01-12,89,Rotten,56,106,Upright,64,89722,24,59,47
Pawn Sacrifice,PG-13,Drama,2015-09-25,2015-12-22,114,Fresh,72,112,Upright,66,13490,28,81,31
The Green Inferno,R,"Horror, Mystery & Suspense",2015-09-25,2016-01-05,101,Rotten,37,93,Spilled,30,15121,21,34,59
The Intern,PG-13,Comedy,2015-09-25,2016-01-19,121,Fresh,60,190,Upright,73,44998,43,114,76
Sicario,R,"Action & Adventure, Drama, Mystery & Suspense",2015-10-02,2016-01-05,121,Certified Fresh,92,264,Upright,85,67362,47,243,21
The Martian,PG-13,Science Fiction & Fantasy,2015-10-02,2016-01-12,164,Certified Fresh,91,361,Upright,91,131093,58,330,31
Pan,PG,"Action & Adventure, Science Fiction & Fantasy",2015-10-09,2015-12-22,135,Rotten,27,195,Spilled,40,50961,40,52,143
The Walk,PG,"Action & Adventure, Drama",2015-10-09,2016-01-05,123,Certified Fresh,83,266,Upright,77,35991,51,222,44
Bridge of Spies,PG-13,"Drama, Mystery & Suspense",2015-10-16,2016-02-02,135,Certified Fresh,91,297,Upright,87,65243,55,270,27
Crimson Peak,R,Horror,2015-10-16,2016-02-09,119,Fresh,73,265,Spilled,55,35287,40,194,71
Goosebumps,PG,"Horror, Kids & Family, Mystery & Suspense",2015-10-16,2016-01-26,103,Certified Fresh,78,160,Upright,62,51879,34,124,36
Room,R,Drama,2015-10-16,2016-03-01,113,Certified Fresh,93,305,Upright,93,49302,53,284,21
Paranormal Activity: The Ghost Dimension,R,Horror,2015-10-23,2016-01-12,97,Rotten,14,76,Spilled,27,25232,11,11,65
Rock the Kasbah,R,Drama,2015-10-23,2016-02-02,100,Rotten,8,123,Spilled,28,11628,38,10,113
Steve Jobs,R,Drama,2015-10-23,2016-02-16,123,Certified Fresh,86,306,Upright,73,42781,57,263,43
Suffragette,PG-13,"Art House & International, Drama",2015-10-23,2016-02-02,105,Fresh,73,212,Upright,68,16977,48,154,58
The Last Witch Hunter,PG-13,"Action & Adventure, Science Fiction & Fantasy",2015-10-23,2016-02-02,105,Rotten,17,134,Spilled,43,37555,31,23,111
Burnt,R,Comedy,2015-10-30,2016-01-26,100,Rotten,28,155,Spilled,44,17234,38,43,112
Brooklyn,PG-13,Drama,2015-11-04,2016-03-15,111,Certified Fresh,97,264,Upright,87,46673,48,256,8
Spectre,PG-13,Action & Adventure,2015-11-06,2016-02-09,150,Fresh,63,347,Upright,61,105638,53,220,127
Spotlight,R,"Drama, Mystery & Suspense",2015-11-06,2016-02-23,129,Certified Fresh,97,357,Upright,93,69972,56,345,12
The Peanuts Movie,G,"Animation, Kids & Family",2015-11-06,2016-03-08,92,Certified Fresh,87,193,Upright,76,66964,43,168,25
Trumbo,R,Drama,2015-11-06,2016-02-16,124,Certified Fresh,74,199,Upright,79,22736,39,147,52
Love the Coopers,PG-13,Comedy,2015-11-13,2016-02-09,106,Rotten,18,120,Spilled,36,11723,34,22,98
The 33,PG-13,Drama,2015-11-13,2016-02-16,120,Rotten,48,152,Spilled,59,10988,34,73,79
Carol,R,"Drama, Romance",2015-11-20,2016-03-15,118,Certified Fresh,94,297,Upright,74,29435,58,280,17
Legend,R,"Art House & International, Mystery & Suspense, Special Interest",2015-11-20,2016-03-01,132,Fresh,61,169,Spilled,59,28195,37,103,66
Secret in Their Eyes,PG-13,"Drama, Mystery & Suspense",2015-11-20,2016-02-23,90,Rotten,39,148,Spilled,41,12763,32,58,90
The Hunger Games: Mockingjay - Part 2,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",2015-11-20,2016-03-22,137,Fresh,70,280,Upright,66,201029,50,196,84
The Night Before,R,Comedy,2015-11-20,2016-03-01,101,Fresh,67,150,Upright,61,31296,36,100,50
Creed,PG-13,Drama,2015-11-25,2016-03-01,132,Certified Fresh,95,296,Upright,89,75737,53,282,14
The Good Dinosaur,PG,"Action & Adventure, Animation, Comedy, Kids & Family",2015-11-25,2016-02-23,100,Certified Fresh,76,213,Upright,65,58744,39,162,51
Victor Frankenstein,PG-13,Drama,2015-11-25,2016-03-08,109,Rotten,26,140,Spilled,35,28371,28,36,104
The Danish Girl,R,Drama,2015-11-27,2016-03-01,120,Fresh,68,237,Upright,72,27301,45,160,77
Krampus,PG-13,Horror,2015-12-04,2016-04-26,98,Fresh,67,116,Spilled,51,26525,14,78,38
Macbeth,R,"Art House & International, Drama",2015-12-04,2016-03-08,113,Certified Fresh,79,193,Upright,64,21618,38,153,40
The Lady In The Van,PG-13,Drama,2015-12-04,2016-04-19,104,Certified Fresh,89,148,Upright,64,16427,42,131,17
Youth,R,"Comedy, Drama",2015-12-04,2016-03-01,123,Certified Fresh,72,209,Upright,69,11245,41,150,59
In the Heart of the Sea,PG-13,"Action & Adventure, Drama",2015-12-11,2016-03-08,121,Rotten,43,233,Spilled,53,40434,48,101,132
Alvin and the Chipmunks: The Road Chip,PG,"Animation, Comedy, Kids & Family",2015-12-18,2016-03-15,86,Rotten,15,67,Spilled,51,36767,20,10,57
Sisters,R,"Comedy, Drama",2015-12-18,2016-03-15,123,Fresh,60,176,Spilled,52,40470,40,105,71
Son of Saul,R,Drama,2015-12-18,2016-04-26,107,Certified Fresh,96,226,Upright,80,12940,49,216,10
Star Wars: Episode VII - The Force Awakens,PG-13,"Action & Adventure, Science Fiction & Fantasy",2015-12-18,2016-04-05,136,Certified Fresh,93,418,Upright,86,231305,60,387,31
45 Years,R,Drama,2015-12-23,2016-06-14,95,Certified Fresh,97,203,Upright,67,13721,42,197,6
The Big Short,R,Drama,2015-12-23,2016-03-15,130,Certified Fresh,88,318,Upright,87,68695,52,280,38
Concussion,PG-13,Drama,2015-12-25,2016-03-29,123,Rotten,59,198,Upright,74,32725,37,117,81
Daddy's Home,PG-13,Comedy,2015-12-25,2016-03-22,96,Rotten,31,121,Spilled,49,43654,29,37,84
Joy,PG-13,Drama,2015-12-25,2016-05-03,124,Fresh,60,260,Spilled,57,46424,48,157,103
Point Break,PG-13,Action & Adventure,2015-12-25,2016-03-29,113,Rotten,10,107,Spilled,29,18029,20,11,96
The Revenant,R,"Action & Adventure, Drama",2015-12-25,2016-04-19,156,Certified Fresh,79,384,Upright,84,104766,50,302,82
Anomalisa,R,"Animation, Comedy, Drama",2015-12-30,2016-06-07,96,Certified Fresh,92,265,Upright,70,19558,49,244,21
The Hateful Eight,R,Western,2015-12-30,2016-03-29,167,Certified Fresh,74,321,Upright,76,72827,52,238,83
The Forest,PG-13,"Drama, Horror",2016-01-08,2016-04-12,94,Rotten,10,136,Spilled,22,14556,32,14,122
13 Hours: The Secret Soldiers Of Benghazi,R,"Action & Adventure, Drama",2016-01-15,2016-06-07,144,Rotten,51,220,Upright,82,33411,43,113,107
Ride Along 2,PG-13,"Action & Adventure, Comedy",2016-01-15,2016-04-26,102,Rotten,14,116,Spilled,48,35010,29,16,100
Dirty Grandpa,R,Comedy,2016-01-22,2016-05-17,102,Rotten,11,133,Spilled,44,30208,21,15,118
Ip Man 3,PG-13,"Action & Adventure, Art House & International, Drama",2016-01-22,2016-04-19,105,Certified Fresh,78,50,Upright,72,11575,16,39,11
The Boy,PG-13,"Horror, Mystery & Suspense",2016-01-22,2016-05-10,98,Rotten,30,61,Spilled,38,19102,9,18,43
The 5th Wave,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2016-01-22,2016-05-03,112,Rotten,15,137,Spilled,38,32019,32,21,116
Fifty Shades of Black,R,Comedy,2016-01-29,2016-04-19,93,Rotten,7,46,Spilled,19,11134,11,3,43
Jane Got a Gun,R,"Action & Adventure, Drama, Western",2016-01-29,2016-04-26,97,Rotten,43,80,Spilled,37,14035,16,34,46
Kung Fu Panda 3,PG,Animation,2016-01-29,2016-06-28,94,Certified Fresh,87,173,Upright,78,99762,39,150,23
The Finest Hours,PG-13,"Action & Adventure, Drama, Mystery & Suspense",2016-01-29,2016-05-24,117,Fresh,64,193,Upright,66,23021,37,123,70
"Hail, Caesar!",PG-13,Comedy,2016-02-05,2016-06-07,106,Certified Fresh,86,349,Spilled,44,40649,56,300,49
